Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
19.07.2023 08:00;19.07.2023 09:00;4.221,75;2.265,25;312,75;2.170,50;12.193,00;98,25;0,00;9.132,50;4.247,75;10.662,75;1.355,00;1.862,50
19.07.2023 09:00;19.07.2023 10:00;4.072,25;2.265,00;315,75;1.660,00;19.373,25;95,75;0,00;8.889,50;3.703,50;10.218,00;767,75;1.858,25
19.07.2023 10:00;19.07.2023 11:00;3.940,50;2.211,50;451,75;2.937,25;25.003,00;96,00;0,00;8.069,00;2.711,00;8.105,50;361,00;1.849,25
19.07.2023 11:00;19.07.2023 12:00;3.893,50;2.225,50;230,00;4.523,75;28.086,50;97,50;0,00;7.530,75;2.223,25;6.171,25;381,25;1.843,50
19.07.2023 12:00;19.07.2023 13:00;3.809,50;2.072,00;257,75;6.217,00;28.319,75;97,00;0,00;7.259,25;2.154,75;6.050,50;268,50;1.711,75
19.07.2023 13:00;19.07.2023 14:00;3.789,25;2.174,75;193,25;8.000,75;27.337,25;98,25;0,00;7.143,75;2.301,00;5.701,00;408,75;1.758,25
19.07.2023 14:00;19.07.2023 15:00;3.770,50;2.142,50;183,75;9.104,75;25.514,50;97,50;0,00;7.150,00;2.341,00;5.849,00;320,75;1.787,25
19.07.2023 15:00;19.07.2023 16:00;3.805,00;2.121,25;305,00;9.543,75;22.809,75;98,75;0,00;7.317,50;2.380,50;5.824,00;267,50;1.791,25
19.07.2023 16:00;19.07.2023 17:00;3.880,75;2.148,75;518,00;9.836,75;19.733,00;101,00;0,00;7.207,50;2.360,50;6.200,75;341,50;1.750,75
19.07.2023 17:00;19.07.2023 18:00;3.984,75;2.343,50;728,50;9.574,50;14.506,25;102,00;0,00;7.209,25;2.557,00;7.588,00;724,00;1.768,75
19.07.2023 18:00;19.07.2023 19:00;4.137,50;2.265,75;732,50;8.791,50;9.056,50;102,25;0,00;8.264,25;3.199,50;9.735,50;824,00;1.800,50
19.07.2023 19:00;19.07.2023 20:00;4.278,25;2.249,75;926,00;7.933,25;4.223,00;103,00;0,00;9.026,75;3.865,50;10.168,75;1.863,00;1.796,50
19.07.2023 20:00;19.07.2023 21:00;4.373,00;2.368,75;903,25;6.720,25;1.135,00;103,75;0,00;9.075,75;4.090,50;10.321,75;2.015,50;1.821,50
19.07.2023 21:00;19.07.2023 22:00;4.366,75;2.272,50;1.225,50;5.644,25;52,00;103,50;0,00;9.007,25;4.028,50;10.458,50;2.448,00;1.892,00
19.07.2023 22:00;19.07.2023 23:00;4.284,50;2.284,75;1.426,00;4.890,00;3,75;104,25;0,00;8.479,25;3.747,75;10.341,75;3.103,50;1.854,00
19.07.2023 23:00;20.07.2023 00:00;4.120,00;2.222,00;1.553,25;4.360,50;2,25;105,00;0,00;8.462,25;3.176,25;10.173,00;1.477,75;1.800,25
20.07.2023 00:00;20.07.2023 01:00;3.914,50;2.072,75;1.781,00;4.356,50;2,00;106,00;0,00;8.167,25;2.745,50;8.934,25;519,75;1.885,75
20.07.2023 01:00;20.07.2023 02:00;3.853,75;1.916,75;2.102,00;4.538,25;2,00;106,25;0,00;7.465,50;2.170,00;7.482,25;81,00;1.884,00
20.07.2023 02:00;20.07.2023 03:00;3.826,25;2.034,75;2.550,25;4.748,25;2,25;107,50;0,00;7.456,75;1.877,00;7.135,75;28,75;1.896,25
20.07.2023 03:00;20.07.2023 04:00;3.828,25;1.889,00;3.011,50;5.309,00;2,25;108,00;0,00;7.440,50;1.893,25;7.119,50;10,25;1.895,75
20.07.2023 04:00;20.07.2023 05:00;3.864,25;1.991,25;3.393,00;5.396,00;2,50;108,00;0,00;7.426,00;1.854,75;6.896,00;15,75;1.896,75
20.07.2023 05:00;20.07.2023 06:00;3.939,75;2.044,50;3.789,25;5.683,00;127,00;108,00;0,00;7.613,50;1.968,50;7.191,50;247,25;1.883,75
20.07.2023 06:00;20.07.2023 07:00;4.135,25;2.233,25;3.847,25;5.644,00;1.710,50;106,75;0,00;8.105,75;2.655,75;7.846,50;756,75;1.884,75
20.07.2023 07:00;20.07.2023 08:00;4.273,50;2.458,00;3.653,25;4.670,00;5.672,25;107,00;0,00;8.221,75;2.893,75;8.066,75;1.646,50;1.889,25
20.07.2023 08:00;20.07.2023 09:00;4.247,50;2.269,00;3.585,50;4.471,00;12.110,75;107,00;0,00;8.403,50;2.788,50;8.005,75;1.645,75;1.920,00
20.07.2023 09:00;20.07.2023 10:00;4.130,25;2.131,00;3.053,25;5.890,25;19.264,75;102,00;0,00;8.213,50;2.578,00;7.080,25;1.043,25;1.900,50
20.07.2023 10:00;20.07.2023 11:00;4.016,75;2.177,75;2.638,25;7.019,00;25.099,75;104,75;0,00;7.422,75;2.460,00;5.791,25;759,50;1.917,00
20.07.2023 11:00;20.07.2023 12:00;3.942,75;2.016,50;2.432,00;8.595,75;28.679,50;105,25;0,00;7.168,00;2.474,25;5.260,50;411,00;1.891,50
20.07.2023 12:00;20.07.2023 13:00;3.832,75;2.102,50;2.662,25;9.260,00;29.718,00;104,75;0,00;6.445,00;2.277,75;4.613,75;97,50;1.892,00
20.07.2023 13:00;20.07.2023 14:00;3.834,50;1.890,00;2.458,75;9.779,50;30.255,75;103,50;0,00;6.376,50;2.227,75;4.898,50;361,75;1.963,75
20.07.2023 14:00;20.07.2023 15:00;3.840,75;1.933,75;2.062,00;10.267,00;29.276,25;103,25;0,00;6.315,00;2.463,50;4.505,50;102,75;2.023,00
20.07.2023 15:00;20.07.2023 16:00;3.852,25;1.940,00;1.855,50;9.987,00;26.789,75;105,00;0,00;6.475,50;2.664,75;4.955,75;122,25;2.112,50
20.07.2023 16:00;20.07.2023 17:00;3.936,00;2.026,00;1.930,00;9.301,50;23.411,00;104,50;0,00;6.867,50;2.708,75;4.525,75;130,75;2.125,25
20.07.2023 17:00;20.07.2023 18:00;4.035,25;2.136,50;2.154,00;8.408,25;18.408,25;105,25;0,00;7.384,00;3.135,50;6.599,75;282,75;2.025,75
20.07.2023 18:00;20.07.2023 19:00;4.190,75;2.149,25;1.974,50;7.190,25;11.700,25;105,00;0,00;8.670,00;3.497,00;9.412,75;1.095,00;1.961,25
20.07.2023 19:00;20.07.2023 20:00;4.332,25;2.194,50;1.614,25;4.990,00;5.217,75;105,00;0,00;9.026,50;3.867,50;10.419,25;2.239,25;1.969,00
20.07.2023 20:00;20.07.2023 21:00;4.436,00;2.280,25;1.816,75;2.996,50;1.313,75;105,75;0,00;9.143,00;3.851,75;11.200,75;3.569,50;1.772,25
20.07.2023 21:00;20.07.2023 22:00;4.417,75;2.335,00;1.675,50;2.264,00;51,25;106,75;0,00;9.116,00;3.841,00;11.365,00;3.908,00;1.721,75
20.07.2023 22:00;20.07.2023 23:00;4.302,50;2.284,25;1.533,75;2.115,50;2,75;107,50;0,00;8.618,25;3.743,25;10.970,75;3.118,50;1.871,25
20.07.2023 23:00;21.07.2023 00:00;4.159,25;2.138,25;1.423,75;1.896,50;2,00;107,00;0,00;8.630,50;3.548,25;9.683,25;1.393,25;1.811,25
21.07.2023 00:00;21.07.2023 01:00;3.974,50;2.163,75;1.653,25;1.759,50;2,00;108,25;0,00;8.364,00;3.321,25;9.469,00;751,50;1.856,25
21.07.2023 01:00;21.07.2023 02:00;3.897,75;2.057,50;1.322,00;1.672,75;2,00;109,00;0,00;7.701,75;2.680,25;9.181,50;486,00;1.826,00
21.07.2023 02:00;21.07.2023 03:00;3.876,50;1.982,25;1.147,25;1.692,75;2,00;109,00;0,00;7.462,50;2.353,75;8.996,50;277,50;1.838,25
21.07.2023 03:00;21.07.2023 04:00;3.870,25;1.927,25;1.055,00;1.845,75;2,00;110,00;0,00;7.300,50;2.280,25;8.964,50;137,75;1.825,00
21.07.2023 04:00;21.07.2023 05:00;3.913,00;1.918,75;1.009,00;1.836,25;2,50;109,00;0,00;7.728,50;2.406,25;8.993,00;145,75;1.827,75
21.07.2023 05:00;21.07.2023 06:00;4.018,25;2.022,25;821,75;1.508,50;123,75;109,75;0,00;7.948,00;2.633,25;9.255,50;863,00;1.836,75
21.07.2023 06:00;21.07.2023 07:00;4.284,25;2.186,25;652,25;1.566,75;1.612,50;108,75;0,00;8.232,50;3.157,00;10.105,00;2.104,50;1.558,50
21.07.2023 07:00;21.07.2023 08:00;4.363,25;2.190,75;520,50;1.523,25;5.263,25;107,75;0,00;8.313,50;3.113,00;10.194,25;3.462,00;1.536,75
21.07.2023 08:00;21.07.2023 09:00;4.314,00;2.130,25;447,75;1.131,25;10.282,75;106,25;0,00;8.613,25;2.924,00;10.138,75;2.070,25;1.523,25
21.07.2023 09:00;21.07.2023 10:00;4.137,00;2.095,50;352,25;1.037,00;15.580,50;105,50;0,00;8.556,25;2.631,00;9.919,50;1.233,50;1.529,25
21.07.2023 10:00;21.07.2023 11:00;4.052,25;2.148,00;305,75;1.019,50;19.329,50;106,00;0,00;8.325,25;2.204,25;9.221,00;981,50;1.547,75
21.07.2023 11:00;21.07.2023 12:00;4.004,00;1.839,00;383,50;1.187,75;22.061,50;104,75;0,00;7.930,25;2.009,25;7.707,50;317,25;1.582,75
21.07.2023 12:00;21.07.2023 13:00;3.885,25;1.821,75;516,75;1.646,00;23.715,50;106,50;0,00;7.549,75;2.165,00;7.044,75;124,75;1.802,50
21.07.2023 13:00;21.07.2023 14:00;3.869,00;2.100,00;979,25;2.406,25;21.999,50;105,75;0,00;7.656,25;2.041,00;6.862,50;519,00;1.832,75
21.07.2023 14:00;21.07.2023 15:00;3.870,75;2.070,00;613,25;3.937,75;20.412,00;105,25;0,00;7.480,25;2.054,00;6.741,50;510,75;1.817,25
21.07.2023 15:00;21.07.2023 16:00;3.892,50;1.950,25;578,50;5.024,00;18.307,75;106,75;0,00;7.468,00;2.124,75;6.598,75;407,00;1.818,50
21.07.2023 16:00;21.07.2023 17:00;3.969,50;1.924,25;830,00;6.474,25;14.575,25;106,50;0,00;7.575,50;2.075,50;6.636,25;341,00;1.811,50
21.07.2023 17:00;21.07.2023 18:00;4.075,50;1.987,00;600,25;7.255,75;11.196,50;106,75;0,00;7.911,75;2.465,25;7.191,50;376,25;1.830,00
21.07.2023 18:00;21.07.2023 19:00;4.241,50;1.939,00;779,25;6.589,25;7.253,50;108,50;0,00;8.252,75;3.180,00;8.558,25;983,25;1.825,50
21.07.2023 19:00;21.07.2023 20:00;4.363,00;2.024,25;1.192,50;5.502,75;3.652,50;109,00;0,00;8.376,25;3.194,50;9.148,00;1.781,25;1.847,75
21.07.2023 20:00;21.07.2023 21:00;4.444,75;2.163,00;1.383,25;4.694,50;1.084,75;108,25;0,00;8.485,25;3.234,25;9.308,00;2.616,50;1.860,25
21.07.2023 21:00;21.07.2023 22:00;4.418,75;2.168,75;1.369,50;4.558,25;44,00;110,25;0,00;8.358,75;3.215,00;9.194,00;2.588,00;1.838,75
21.07.2023 22:00;21.07.2023 23:00;4.270,25;2.073,00;1.589,25;6.049,25;3,75;110,00;0,00;7.922,75;3.182,50;8.802,50;1.653,00;1.842,00
21.07.2023 23:00;22.07.2023 00:00;4.119,25;1.992,50;1.743,25;7.933,25;2,00;109,25;0,00;7.518,50;2.744,75;7.813,75;707,75;1.852,00
22.07.2023 00:00;22.07.2023 01:00;4.023,50;1.956,25;1.801,00;9.106,25;2,00;109,25;0,00;6.914,25;2.078,25;5.542,00;492,75;1.949,00
22.07.2023 01:00;22.07.2023 02:00;3.947,50;1.849,25;2.217,75;10.103,25;2,50;109,50;0,00;6.113,50;1.583,75;3.913,25;320,25;1.953,50
22.07.2023 02:00;22.07.2023 03:00;3.919,75;1.862,25;2.504,00;10.071,00;2,00;110,25;0,00;5.657,50;1.488,25;3.331,50;717,75;1.896,50
22.07.2023 03:00;22.07.2023 04:00;3.904,25;1.810,00;2.391,00;9.741,25;2,50;111,00;0,00;5.439,00;1.482,00;3.477,75;386,00;1.908,25
22.07.2023 04:00;22.07.2023 05:00;3.922,00;1.768,50;2.545,75;9.577,75;2,50;110,75;0,00;5.143,50;1.568,50;3.522,00;323,50;1.923,50
22.07.2023 05:00;22.07.2023 06:00;3.948,00;1.767,50;2.123,75;9.796,25;142,50;110,00;0,00;4.771,75;1.727,50;3.295,25;313,50;1.935,00
22.07.2023 06:00;22.07.2023 07:00;4.050,50;1.798,75;1.336,00;9.261,25;2.009,50;109,25;0,00;4.532,50;1.952,25;3.207,00;409,50;1.899,25
22.07.2023 07:00;22.07.2023 08:00;4.082,50;1.865,50;1.299,25;7.649,50;6.810,50;110,25;0,00;4.390,25;2.012,00;3.239,25;483,25;1.887,50
22.07.2023 08:00;22.07.2023 09:00;4.065,75;1.999,25;854,50;6.562,25;13.685,75;109,50;0,00;4.406,50;2.143,00;3.645,75;669,25;1.909,50
22.07.2023 09:00;22.07.2023 10:00;4.017,75;1.884,25;731,25;7.017,50;20.880,50;108,75;0,00;4.472,50;2.360,00;3.610,50;415,25;1.935,75
22.07.2023 10:00;22.07.2023 11:00;3.920,50;1.823,25;417,50;7.902,75;26.075,25;106,50;0,00;4.393,25;2.354,50;3.347,25;51,00;1.918,75
22.07.2023 11:00;22.07.2023 12:00;3.883,25;1.957,25;718,50;9.251,50;27.964,50;106,50;0,00;4.388,75;2.303,75;3.130,00;82,00;1.921,00
22.07.2023 12:00;22.07.2023 13:00;3.839,50;1.875,00;636,75;10.163,50;27.893,25;106,25;0,00;4.388,75;2.089,75;2.659,75;72,00;1.935,50
22.07.2023 13:00;22.07.2023 14:00;3.802,00;1.832,00;593,25;10.079,00;27.578,50;104,00;0,00;4.389,00;2.015,50;2.345,50;143,00;1.969,75
22.07.2023 14:00;22.07.2023 15:00;3.796,00;1.762,25;1.066,75;10.259,25;26.628,25;103,50;0,00;4.361,75;1.402,50;2.138,25;16,75;1.924,00
22.07.2023 15:00;22.07.2023 16:00;3.804,75;1.727,50;1.253,00;10.183,00;24.675,25;104,50;0,00;4.363,25;1.227,25;2.015,75;6,25;1.882,75
22.07.2023 16:00;22.07.2023 17:00;3.891,75;1.744,25;1.439,25;9.624,50;20.892,00;104,00;0,00;4.378,25;1.201,25;2.076,25;52,25;1.885,25
22.07.2023 17:00;22.07.2023 18:00;3.988,75;1.782,75;1.611,50;9.483,00;15.750,50;104,00;0,00;4.345,00;1.212,75;2.408,25;424,75;1.982,50
22.07.2023 18:00;22.07.2023 19:00;4.151,75;1.764,75;1.949,00;8.485,25;9.835,00;104,00;0,00;4.584,00;1.227,75;2.617,50;1.170,75;1.971,25
22.07.2023 19:00;22.07.2023 20:00;4.271,00;1.734,50;2.153,75;6.851,75;4.317,25;104,00;0,00;5.280,75;1.231,00;2.800,00;2.463,75;1.976,00
22.07.2023 20:00;22.07.2023 21:00;4.397,00;1.785,25;2.539,00;4.746,50;1.001,00;105,00;0,00;5.264,75;1.264,50;3.029,75;4.107,25;1.986,50
22.07.2023 21:00;22.07.2023 22:00;4.397,75;1.781,25;3.084,25;3.846,25;17,25;106,25;0,00;5.326,75;1.263,00;3.262,25;4.093,25;1.933,25
22.07.2023 22:00;22.07.2023 23:00;4.320,00;1.702,00;3.451,50;4.572,75;4,25;106,50;0,00;5.012,25;1.258,75;3.460,25;3.686,00;1.976,50
22.07.2023 23:00;23.07.2023 00:00;4.180,00;1.745,00;4.054,75;6.286,00;2,50;106,00;0,00;4.478,25;1.128,75;3.864,25;1.821,50;1.966,25
23.07.2023 00:00;23.07.2023 01:00;4.044,50;1.669,50;4.084,75;7.986,50;2,50;106,25;0,00;4.155,50;1.099,75;4.345,75;1.613,75;1.967,75
23.07.2023 01:00;23.07.2023 02:00;3.983,75;1.637,00;4.633,75;9.535,25;2,00;107,00;0,00;3.791,25;1.089,50;4.143,25;707,25;1.957,50
23.07.2023 02:00;23.07.2023 03:00;3.948,00;1.607,75;5.126,25;10.886,50;2,00;107,25;0,00;3.660,25;1.082,25;3.986,25;544,50;2.034,75
23.07.2023 03:00;23.07.2023 04:00;3.903,00;1.612,25;4.704,00;12.172,00;2,00;107,00;0,00;3.661,75;1.079,75;3.516,50;147,00;2.029,50
23.07.2023 04:00;23.07.2023 05:00;3.899,25;1.604,00;4.762,25;13.469,75;2,25;107,25;0,00;3.669,00;1.078,25;3.051,25;525,75;2.031,25
23.07.2023 05:00;23.07.2023 06:00;3.933,50;1.575,25;4.948,25;14.296,00;76,50;107,75;0,00;3.673,25;1.079,75;2.141,75;779,75;2.052,75
23.07.2023 06:00;23.07.2023 07:00;3.957,00;1.555,50;5.367,25;15.312,25;1.500,75;107,75;0,00;3.644,75;1.073,50;2.064,00;228,50;2.041,75
23.07.2023 07:00;23.07.2023 08:00;3.955,25;1.528,25;5.367,75;14.872,00;5.461,50;107,00;0,00;3.631,75;1.089,00;2.027,25;14,50;2.036,25
23.07.2023 08:00;23.07.2023 09:00;3.898,25;1.562,50;5.129,00;14.961,00;11.582,25;106,25;0,00;3.625,50;1.111,00;2.062,00;212,50;2.066,25
23.07.2023 09:00;23.07.2023 10:00;3.911,00;1.568,25;5.367,00;15.188,50;17.888,75;105,50;0,00;3.623,00;1.119,75;2.022,50;54,25;2.039,25
23.07.2023 10:00;23.07.2023 11:00;3.864,75;1.608,00;5.045,75;16.496,50;21.843,50;104,00;0,00;3.622,75;1.166,75;2.057,75;0,00;2.026,00
23.07.2023 11:00;23.07.2023 12:00;3.840,00;1.635,50;3.357,00;19.569,25;24.303,25;102,00;0,00;3.634,25;1.174,75;2.066,25;0,25;2.042,25
23.07.2023 12:00;23.07.2023 13:00;3.782,50;1.681,75;2.878,75;21.354,75;24.770,00;101,75;0,00;3.640,50;1.166,50;2.057,25;4,50;2.070,50
23.07.2023 13:00;23.07.2023 14:00;3.762,75;1.678,00;2.248,25;21.265,00;22.817,50;100,50;0,00;3.651,00;1.165,00;2.029,25;0,00;2.058,75
23.07.2023 14:00;23.07.2023 15:00;3.743,75;1.671,75;2.005,25;20.786,75;19.677,00;100,00;0,00;3.654,50;1.169,00;2.023,25;42,25;2.044,50
23.07.2023 15:00;23.07.2023 16:00;3.754,00;1.660,50;2.338,75;23.904,75;16.619,25;100,50;0,00;3.646,50;1.224,50;2.050,00;56,25;2.067,75
23.07.2023 16:00;23.07.2023 17:00;3.803,25;1.635,00;3.528,25;25.142,00;12.816,75;100,50;0,00;3.677,00;1.983,00;2.129,50;151,50;2.079,00
23.07.2023 17:00;23.07.2023 18:00;3.853,50;1.629,75;4.237,50;25.910,25;9.822,00;100,00;0,00;3.688,50;2.463,75;2.324,00;144,00;2.081,50
23.07.2023 18:00;23.07.2023 19:00;3.995,25;1.584,75;3.760,00;25.024,75;6.758,50;100,75;0,00;3.949,25;2.900,50;2.705,50;450,00;2.074,25
23.07.2023 19:00;23.07.2023 20:00;4.120,75;1.597,50;3.350,50;20.700,75;3.350,50;101,50;0,00;4.212,75;3.023,50;3.164,75;1.167,25;2.074,75
23.07.2023 20:00;23.07.2023 21:00;4.277,50;1.599,25;4.063,25;16.720,50;858,50;102,00;0,00;4.750,00;2.993,75;3.464,00;1.592,75;2.036,00
23.07.2023 21:00;23.07.2023 22:00;4.268,00;1.506,75;4.136,25;15.822,00;21,75;102,75;0,00;4.998,50;2.944,00;3.649,25;1.280,25;2.013,00
23.07.2023 22:00;23.07.2023 23:00;4.204,50;1.558,25;3.754,25;15.645,00;2,50;104,75;0,00;5.017,00;2.824,25;3.639,75;1.470,50;2.026,00
23.07.2023 23:00;24.07.2023 00:00;4.119,50;1.468,50;4.030,50;15.650,50;2,00;105,00;0,00;4.946,50;2.782,00;3.660,75;580,25;1.998,00
24.07.2023 00:00;24.07.2023 01:00;3.884,50;1.402,50;4.362,00;16.122,25;2,00;105,00;0,00;4.471,00;2.587,75;3.743,50;446,50;2.004,25
24.07.2023 01:00;24.07.2023 02:00;3.832,50;1.367,75;3.255,25;17.107,25;2,00;105,50;0,00;4.571,50;2.784,00;3.443,50;114,75;2.033,75
24.07.2023 02:00;24.07.2023 03:00;3.806,00;1.384,75;2.205,50;17.029,00;2,25;106,00;0,00;4.531,25;2.772,00;3.285,25;196,00;2.021,00
24.07.2023 03:00;24.07.2023 04:00;3.828,25;1.400,50;1.414,50;16.484,25;2,75;106,50;0,00;4.791,75;2.877,75;2.944,00;267,25;1.967,25
24.07.2023 04:00;24.07.2023 05:00;3.853,50;1.405,25;1.078,75;15.958,50;2,00;107,00;0,00;5.068,00;2.825,00;3.172,50;255,25;2.003,50
24.07.2023 05:00;24.07.2023 06:00;3.949,25;1.652,50;1.219,25;14.176,75;92,50;107,00;0,00;5.276,75;2.808,25;4.552,25;896,25;1.979,50
24.07.2023 06:00;24.07.2023 07:00;4.137,75;1.696,25;1.122,00;12.881,00;1.402,25;106,75;0,00;5.590,25;2.630,75;5.815,75;1.768,25;1.998,75
24.07.2023 07:00;24.07.2023 08:00;4.307,00;1.871,75;1.126,00;11.533,75;4.734,25;103,50;0,00;6.032,25;2.228,00;6.319,50;4.159,00;2.006,25
24.07.2023 08:00;24.07.2023 09:00;4.301,25;1.851,50;1.002,75;11.052,50;9.378,75;101,50;0,00;6.646,00;2.145,50;6.427,00;3.141,25;2.004,50
24.07.2023 09:00;24.07.2023 10:00;4.190,25;1.902,75;962,75;11.649,25;12.952,00;98,50;0,00;6.223,00;2.209,75;6.548,50;2.448,75;1.999,00
24.07.2023 10:00;24.07.2023 11:00;4.078,25;1.757,00;1.084,75;12.746,50;15.170,00;97,75;0,00;5.632,00;2.214,25;6.620,75;1.308,25;2.098,00
24.07.2023 11:00;24.07.2023 12:00;3.950,25;1.658,00;937,50;14.418,00;18.842,00;101,50;0,00;5.332,25;2.117,50;5.222,75;639,00;2.146,25
24.07.2023 12:00;24.07.2023 13:00;3.835,75;1.752,75;858,50;16.077,50;19.775,00;100,50;0,00;4.875,75;2.145,25;4.523,50;292,00;2.070,50
24.07.2023 13:00;24.07.2023 14:00;3.813,00;1.934,50;1.171,75;16.846,00;19.280,50;101,75;0,00;4.749,75;2.453,25;4.458,50;275,75;2.048,00
24.07.2023 14:00;24.07.2023 15:00;3.774,25;1.699,00;1.662,75;16.956,25;19.320,00;102,00;0,00;4.875,50;2.402,25;4.398,25;61,25;2.194,25
24.07.2023 15:00;24.07.2023 16:00;3.793,75;1.775,25;1.866,00;16.409,75;19.496,75;99,75;0,00;4.990,50;2.269,00;4.149,75;83,50;2.295,50
24.07.2023 16:00;24.07.2023 17:00;3.900,25;1.780,25;2.107,25;15.963,75;17.439,50;102,00;0,00;5.177,75;2.289,75;4.052,50;480,25;2.108,75
24.07.2023 17:00;24.07.2023 18:00;3.983,75;1.972,00;2.328,00;15.527,75;12.062,50;104,25;0,00;5.226,50;2.241,75;4.601,00;921,75;2.010,00
24.07.2023 18:00;24.07.2023 19:00;4.166,50;1.846,50;2.643,50;15.917,50;7.233,00;105,00;0,00;6.155,00;1.901,50;5.709,00;1.310,50;2.007,00
24.07.2023 19:00;24.07.2023 20:00;4.292,00;1.908,50;3.439,50;14.842,50;3.611,25;105,75;0,00;6.538,25;1.762,00;6.257,00;1.790,25;2.016,25
24.07.2023 20:00;24.07.2023 21:00;4.340,75;1.847,00;3.637,75;14.157,75;999,00;106,00;0,00;6.902,75;1.601,00;6.649,75;2.311,50;2.012,75
24.07.2023 21:00;24.07.2023 22:00;4.329,25;2.002,50;3.950,50;12.768,25;27,50;106,25;0,00;7.054,25;1.498,00;6.716,75;2.471,75;2.007,25
24.07.2023 22:00;24.07.2023 23:00;4.263,25;2.059,75;3.872,75;10.759,50;3,75;106,25;0,00;6.956,00;1.414,50;7.048,00;2.407,25;2.009,00
24.07.2023 23:00;25.07.2023 00:00;4.138,25;1.910,50;3.369,25;11.224,25;1,25;107,00;0,00;6.696,75;1.365,75;6.542,00;1.319,75;2.008,00
25.07.2023 00:00;25.07.2023 01:00;3.895,50;1.757,50;2.605,50;11.417,25;1,50;107,00;0,00;6.331,00;1.291,25;4.751,75;749,00;2.022,75
25.07.2023 01:00;25.07.2023 02:00;3.832,50;1.698,00;2.842,50;10.659,25;1,25;107,00;0,00;6.325,00;1.281,00;4.037,75;455,75;2.010,25
25.07.2023 02:00;25.07.2023 03:00;3.804,25;1.713,50;3.701,75;9.377,00;2,00;108,00;0,00;6.075,75;1.279,00;4.067,00;109,75;2.005,50
25.07.2023 03:00;25.07.2023 04:00;3.789,00;1.736,75;3.741,75;8.289,00;1,25;108,75;0,00;5.695,75;1.283,50;3.918,50;43,50;1.987,50
25.07.2023 04:00;25.07.2023 05:00;3.829,00;1.928,00;3.879,25;6.933,50;1,25;108,25;0,00;5.727,25;1.299,00;4.379,75;191,75;2.006,00
25.07.2023 05:00;25.07.2023 06:00;3.900,25;1.922,50;3.992,00;6.395,50;91,50;108,50;0,00;6.196,00;1.567,50;5.606,00;136,25;2.020,50
25.07.2023 06:00;25.07.2023 07:00;4.121,50;2.048,50;3.533,50;5.803,00;1.210,00;107,00;0,00;7.271,50;2.023,50;6.557,75;1.399,25;2.013,25
25.07.2023 07:00;25.07.2023 08:00;4.288,25;2.015,25;3.099,25;4.887,75;4.035,75;106,75;0,00;6.951,00;2.302,00;7.088,00;2.356,50;2.009,75
25.07.2023 08:00;25.07.2023 09:00;4.307,00;2.192,00;3.330,50;4.309,00;8.222,75;105,25;0,00;6.933,25;2.311,00;7.477,50;2.636,25;2.006,00
25.07.2023 09:00;25.07.2023 10:00;4.205,00;2.123,25;3.293,25;4.657,25;12.908,00;103,75;0,00;6.907,75;2.127,25;7.648,00;1.799,50;2.015,25
25.07.2023 10:00;25.07.2023 11:00;4.080,75;2.357,00;3.057,75;5.331,75;16.408,00;102,50;0,00;6.578,50;1.911,50;7.137,75;1.356,25;2.012,50
25.07.2023 11:00;25.07.2023 12:00;4.025,75;2.348,75;2.404,25;5.818,75;19.166,75;103,50;0,00;6.210,75;1.884,00;7.024,75;1.298,50;2.021,25
25.07.2023 12:00;25.07.2023 13:00;3.884,75;2.235,75;2.140,00;6.646,75;20.504,75;102,00;0,00;5.845,25;2.067,75;6.775,00;805,00;2.028,50
25.07.2023 13:00;25.07.2023 14:00;3.834,50;2.210,25;2.440,00;8.358,75;20.299,50;102,75;0,00;5.348,75;2.336,00;5.929,25;409,25;2.039,00
25.07.2023 14:00;25.07.2023 15:00;3.829,00;2.241,25;2.696,75;9.838,75;19.623,50;104,25;0,00;5.306,00;2.449,50;5.811,50;145,50;2.034,00
25.07.2023 15:00;25.07.2023 16:00;3.826,75;2.263,50;2.490,75;10.597,25;18.284,00;104,50;0,00;5.286,25;2.473,00;5.812,25;169,50;2.016,50
25.07.2023 16:00;25.07.2023 17:00;3.909,50;2.285,50;2.609,00;11.461,25;15.540,50;104,75;0,00;5.101,00;2.491,25;5.698,75;267,50;2.021,00
25.07.2023 17:00;25.07.2023 18:00;4.007,25;2.371,00;2.798,50;11.471,75;10.766,00;105,25;0,00;5.234,50;2.738,50;6.327,00;488,75;2.026,25
25.07.2023 18:00;25.07.2023 19:00;4.195,25;2.432,75;2.913,75;11.012,00;6.935,75;109,50;0,00;5.768,25;3.031,00;6.828,00;1.257,75;2.027,00
25.07.2023 19:00;25.07.2023 20:00;4.322,75;2.376,50;3.313,25;10.070,75;3.435,00;111,50;0,00;6.076,25;3.031,75;7.517,75;1.649,75;2.046,50
